"Compound ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"Np Likeness Score";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL3747098";"";"";"Small molecule";"";"288.69";"3";"3";"1.72";"104.63";"4";"3";"0";"2";"N";"0.62";"3";"MOL";"-1";"20";"-0.76";"C13H9ClN4O2";"Nc1nc2c(C(=O)c3cccc(Cl)c3)c[nH]c2c(=O)[nH]1";"WJIAWAASQQGSSM-UHFFFAOYSA-N";"InChI=1S/C13H9ClN4O2/c14-7-3-1-2-6(4-7)11(19)8-5-16-10-9(8)17-13(15)18-12(10)20/h1-5,16H,(H3,15,17,18,20)";"False";"-1";"['LSPN446']";"['2-Amino-3H,5H-7-(3-chlorobenzoyl)pyrrolo[3,2-d]pyrimidin-4-one']"
"CHEMBL4067344";"";"";"Small molecule";"";"298.26";"1";"2";"0.82";"117.28";"7";"3";"0";"3";"N";"0.49";"3";"MOL";"-1";"22";"-1.26";"C13H10N6O3";"O=c1nc(N/N=C/c2ccc3c(c2)OCO3)c2cn[nH]c2[nH]1";"PCGJRBOPUMWPSU-LNKIKWGQSA-N";"InChI=1S/C13H10N6O3/c20-13-16-11(8-5-15-19-12(8)17-13)18-14-4-7-1-2-9-10(3-7)22-6-21-9/h1-5H,6H2,(H3,15,16,17,18,19,20)/b14-4+";"False";"-1";"['176']";"['4-(2-(benzo[d][1,3]dioxol-5-ylmethylene)hydrazinyl)-1H-pyrazolo[3,4-d]pyrimidin-6(7H)-one']"
"CHEMBL2420126";"";"";"Small molecule";"";"503.34";"2";"3";"3.22";"139.10";"8";"3";"1";"7";"N";"0.35";"4";"MOL";"-1";"31";"-1.84";"C19H15BrN6O4S";"O=C(O)Cn1ncc2c(Nc3ccc(NS(=O)(=O)c4ccc(Br)cc4)cc3)ncnc21";"AMNNEJSLJNRAOB-UHFFFAOYSA-N";"InChI=1S/C19H15BrN6O4S/c20-12-1-7-15(8-2-12)31(29,30)25-14-5-3-13(4-6-14)24-18-16-9-23-26(10-17(27)28)19(16)22-11-21-18/h1-9,11,25H,10H2,(H,27,28)(H,21,22,24)";"False";"-1";"['6a']";"['2-(4-((4-(4-Bromophenylsulfonamido)phenyl)amino)-1Hpyrazolo[3,4-d]pyrimidin-1-yl)acetic acid']"
"CHEMBL85727";"";"";"Small molecule";"";"256.24";"1";"1";"-0.63";"118.20";"8";"2";"0";"0";"N";"0.60";"0";"MOL";"-1";"17";"-0.76";"C8H8N4O4S";"O=S1(=O)CCCn2c1nc1nc(O)nc-1c2O";"STKOSFGSFZBPQN-UHFFFAOYSA-N";"InChI=1S/C8H8N4O4S/c13-6-4-5(10-7(14)9-4)11-8-12(6)2-1-3-17(8,15)16/h13H,1-3H2,(H,9,14)";"False";"-1";"['4g']";"['2-Hydroxy-5,5-dioxo-5,6,7,8-tetrahydro-3H-5lambda*6*-thia-1,3,4,8a-tetraaza-cyclopenta[b]naphthalen-9-one']"
"CHEMBL464304";"";"";"Small molecule";"";"360.41";"2";"2";"3.66";"66.38";"6";"1";"0";"9";"N";"0.69";"2";"MOL";"-1";"26";"0.62";"C20H24O6";"COc1cc(COC/C=C/c2cc(OC)c(OC)c(OC)c2)ccc1O";"WHWQODMTPANPLY-AATRIKPKSA-N";"InChI=1S/C20H24O6/c1-22-17-12-15(7-8-16(17)21)13-26-9-5-6-14-10-18(23-2)20(25-4)19(11-14)24-3/h5-8,10-12,21H,9,13H2,1-4H3/b6-5+";"False";"-1";"['16']";"["2-methoxy-4-[3'-(3'',4'',5''trimethoxyphenyl)allyloxymethyl]phenol"]"
"CHEMBL1795523";"";"";"Small molecule";"";"375.34";"2";"2";"3.51";"123.92";"7";"3";"0";"3";"N";"0.37";"4";"MOL";"-1";"28";"0.48";"C21H13NO6";"N#Cc1ccc(COc2cc(O)cc3oc4cc(O)c(O)cc4c(=O)c23)cc1";"NQOKDEZVBWJKGR-UHFFFAOYSA-N";"InChI=1S/C21H13NO6/c22-9-11-1-3-12(4-2-11)10-27-18-5-13(23)6-19-20(18)21(26)14-7-15(24)16(25)8-17(14)28-19/h1-8,23-25H,10H2";"False";"-1";"['8r', 'Fig 5, Cpd 1']";"['4-((3,6,7-trihydroxy-9-oxo-9H-xanthen-1-yloxy)methyl)benzonitrile', '4-(((3,6,7-trihydroxy-9-oxo-9H-xanthen-1-yl)oxy)methyl)benzonitrile']"
"CHEMBL3969051";"";"";"Small molecule";"";"405.45";"2";"2";"3.11";"82.97";"6";"1";"0";"4";"N";"0.67";"3";"MOL";"-1";"30";"-1.15";"C23H23N3O4";"COc1ccc(N2CCN(C(=O)c3cnc4cc(C(C)=O)ccc4c3O)CC2)cc1";"BWUUTOZEQYHASO-UHFFFAOYSA-N";"InChI=1S/C23H23N3O4/c1-15(27)16-3-8-19-21(13-16)24-14-20(22(19)28)23(29)26-11-9-25(10-12-26)17-4-6-18(30-2)7-5-17/h3-8,13-14H,9-12H2,1-2H3,(H,24,28)";"False";"-1";"['BDBM244088']";"['US9428478, TG6-239']"
"CHEMBL484860";"";"";"Small molecule";"";"188.17";"4";"7";"-1.19";"103.95";"4";"3";"0";"0";"N";"0.48";"1";"MOL";"-1";"12";"-0.37";"C4H4N4O3S";"O=C1NS(=O)(=O)Nc2nc[nH]c21";"BSAXWMSAVVOOHO-UHFFFAOYSA-N";"InChI=1S/C4H4N4O3S/c9-4-2-3(6-1-5-2)7-12(10,11)8-4/h1,7H,(H,5,6)(H,8,9)";"False";"-1";"['3', '1']";"['1,5-Dihydroimidazo[4,5-c][1,2,6]thiadiazin-4(3H)-one-2,2-Dioxide', '2,2-Dioxo-1,5-dihydroimidazo[4,5-c][1,2,6]thiadiazin-4(3H)-one']"
"CHEMBL5207561";"";"";"";"";"342.41";"4";"20";"2.78";"78.90";"6";"0";"0";"9";"N";"0.39";"1";"MOL";"-1";"23";"-0.09";"C16H22O6S";"CCCCS(=O)(=O)Oc1ccc(/C=C/C(=O)OCC)cc1OC";"VNGVPQNGWKDPSU-CSKARUKUSA-N";"InChI=1S/C16H22O6S/c1-4-6-11-23(18,19)22-14-9-7-13(12-15(14)20-3)8-10-16(17)21-5-2/h7-10,12H,4-6,11H2,1-3H3/b10-8+";"False";"-1";"['F2']";"['ethyl 3-(4-((butylsulfonyl)oxy)-3-methoxyphenyl)acrylate']"
"CHEMBL3594381";"";"";"Small molecule";"";"370.36";"2";"2";"3.50";"117.20";"6";"3";"0";"7";"N";"0.54";"3";"MOL";"-1";"27";"0.87";"C20H18O7";"O=C(O)CCCCOc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1";"OOSURJSBMJOWIC-UHFFFAOYSA-N";"InChI=1S/C20H18O7/c21-13-9-15(22)20-16(23)11-17(27-18(20)10-13)12-4-6-14(7-5-12)26-8-2-1-3-19(24)25/h4-7,9-11,21-22H,1-3,8H2,(H,24,25)";"False";"-1";"['7c']";"['5-(4-(5,7-dihydroxy-4-oxo-4H-chromen-2-yl)phenoxy)pentanoic acid']"
"CHEMBL3127120";"";"";"Small molecule";"";"212.21";"1";"1";"0.89";"95.56";"4";"2";"0";"1";"N";"0.73";"2";"MOL";"-1";"16";"-1.40";"C11H8N4O";"N#Cc1cccc(-c2cc(=O)[nH]c(N)n2)c1";"MZYUWHOVELMRHJ-UHFFFAOYSA-N";"InChI=1S/C11H8N4O/c12-6-7-2-1-3-8(4-7)9-5-10(16)15-11(13)14-9/h1-5H,(H3,13,14,15,16)";"False";"-1";"['19']";"['3-(2-amino-6-oxo-1,6-dihydropyrimidin-4-yl)benzonitrile']"
"CHEMBL5186503";"";"";"";"";"292.34";"1";"1";"3.33";"74.73";"5";"1";"0";"3";"N";"0.80";"3";"MOL";"-1";"22";"-1.62";"C17H16N4O";"CC(C)Cn1cc(C#N)c2cc(-c3nccc(O)n3)ccc21";"GBVVUZHFIFWMGO-UHFFFAOYSA-N";"InChI=1S/C17H16N4O/c1-11(2)9-21-10-13(8-18)14-7-12(3-4-15(14)21)17-19-6-5-16(22)20-17/h3-7,10-11H,9H2,1-2H3,(H,19,20,22)";"False";"-1";"['25d']";"['1-isobutyl-5-(6-oxo-1,6-dihydropyrimidin-2-yl)-1H-indole-3-carbonitrile']"
"CHEMBL5173757";"";"";"";"";"457.94";"3";"7";"5.08";"81.70";"5";"1";"1";"7";"N";"0.40";"3";"MOL";"-1";"31";"-1.07";"C23H20ClNO5S";"COc1cc(/C=C/C(=O)Nc2cccc(C)c2)ccc1OS(=O)(=O)c1ccc(Cl)cc1";"YNGXDZLOCCYNSM-NTUHNPAUSA-N";"InChI=1S/C23H20ClNO5S/c1-16-4-3-5-19(14-16)25-23(26)13-7-17-6-12-21(22(15-17)29-2)30-31(27,28)20-10-8-18(24)9-11-20/h3-15H,1-2H3,(H,25,26)/b13-7+";"False";"-1";"['F19']";"['2-methoxy-4-(3-oxo-3-(m-tolylamino)prop-1-en-1-yl)phenyl 4-chlorobenzenesulfonate']"
"CHEMBL4092465";"";"";"Small molecule";"";"487.51";"2";"2";"4.43";"118.23";"7";"3";"0";"8";"N";"0.19";"4";"MOL";"-1";"36";"0.44";"C28H25NO7";"COC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(OC)c2oc(-c3ccc(O)c(O)c3)cc12";"OGAQYXIGOIOSIB-BGVYSJOJSA-N";"InChI=1S/C28H25NO7/c1-34-24-12-9-18(20-16-25(36-27(20)24)19-8-11-22(30)23(31)15-19)10-13-26(32)29-21(28(33)35-2)14-17-6-4-3-5-7-17/h3-13,15-16,21,30-31H,14H2,1-2H3,(H,29,32)/b13-10+/t21-/m0/s1";"False";"-1";"['9d']";"['Methyl (E)-(3-(2-(3,4-dimethoxyphenyl)-7-methoxybenzofuran-4-yl)acryloyl)-L-phenylalaninate']"
"CHEMBL1171588";"";"";"Small molecule";"";"413.43";"3";"3";"0.04";"161.64";"6";"5";"0";"7";"N";"0.32";"2";"MOL";"-1";"30";"-0.17";"C20H23N5O5";"NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)/C=C/c1ccc(O)c(O)c1";"CEXFRCHNFKIVAL-PGXISHIXSA-N";"InChI=1S/C20H23N5O5/c21-19(29)14(9-13-10-22-11-23-13)24-20(30)15-2-1-7-25(15)18(28)6-4-12-3-5-16(26)17(27)8-12/h3-6,8,10-11,14-15,26-27H,1-2,7,9H2,(H2,21,29)(H,22,23)(H,24,30)/b6-4+/t14-,15-/m0/s1";"False";"-1";"['CA-PH']";"['(S)-N-((S)-1-amino-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl)-1-(-3-(3,4-dihydroxyphenyl)acryloyl)pyrrolidine-2-carboxamide']"
"CHEMBL5414571";"";"";"";"";"327.32";"1";"1";"0.91";"131.40";"6";"2";"0";"5";"N";"0.48";"2";"MOL";"-1";"22";"-1.44";"C12H13N3O6S";"COC(=O)c1cc2cc(CNS(C)(=O)=O)cc([N+](=O)[O-])c2[nH]1";"WCMAYJFAXOVTGN-UHFFFAOYSA-N";"InChI=1S/C12H13N3O6S/c1-21-12(16)9-5-8-3-7(6-13-22(2,19)20)4-10(15(17)18)11(8)14-9/h3-5,13-14H,6H2,1-2H3";"False";"-1";"['77']";"['methyl 5-(methylsulfonamidomethyl)-7-nitro-1H-indole-2-carboxylate']"
"CHEMBL5206013";"";"";"";"";"399.41";"1";"1";"2.91";"112.80";"6";"2";"0";"5";"N";"0.54";"4";"MOL";"-1";"30";"-1.62";"C22H17N5O3";"COc1ccc(Cn2cc(C#N)c3cc(NC(=O)c4cc(=O)[nH]cn4)ccc32)cc1";"ABWYGBNUWFPWLM-UHFFFAOYSA-N";"InChI=1S/C22H17N5O3/c1-30-17-5-2-14(3-6-17)11-27-12-15(10-23)18-8-16(4-7-20(18)27)26-22(29)19-9-21(28)25-13-24-19/h2-9,12-13H,11H2,1H3,(H,26,29)(H,24,25,28)";"False";"-1";"['13v']";"['N-(3-cyano-1-(4-methoxybenzyl)-1H-indol-5-yl)-6-oxo-1,6-dihydropyrimidine-4-carboxamide']"
"CHEMBL4097078";"";"";"Small molecule";"";"464.38";"1";"1";"-0.54";"210.51";"12";"8";"2";"4";"N";"0.23";"3";"MOL";"-1";"33";"2.05";"C21H20O12";"O=c1cc(-c2ccc(O)c(O)c2)oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12";"LQSNPVIQIPKOGP-OACYRQNASA-N";"InChI=1S/C21H20O12/c22-6-14-16(28)17(29)18(30)21(32-14)33-19-12(27)4-10(25)15-11(26)5-13(31-20(15)19)7-1-2-8(23)9(24)3-7/h1-5,14,16-18,21-25,27-30H,6H2/t14-,16-,17+,18-,21+/m1/s1";"False";"-1";"['12']";"['Vitexin']"
"CHEMBL3741021";"";"";"Small molecule";"";"318.45";"2";"4";"1.70";"44.27";"5";"1";"0";"4";"N";"0.87";"2";"MOL";"-1";"22";"-1.56";"C16H22N4OS";"CN1CCN(CCCn2c(=S)[nH]c3ccccc3c2=O)CC1";"PHUOZIWRHGFIBJ-UHFFFAOYSA-N";"InChI=1S/C16H22N4OS/c1-18-9-11-19(12-10-18)7-4-8-20-15(21)13-5-2-3-6-14(13)17-16(20)22/h2-3,5-6H,4,7-12H2,1H3,(H,17,22)";"False";"-1";"['1p']";"['3-(3-(4-methylpiperazin-1-yl)propyl)-2-thioxo-2,3-dihydroquinazolin-4(1H)-one']"
"CHEMBL4170789";"";"";"Small molecule";"";"343.41";"1";"1";"3.43";"96.10";"6";"2";"0";"6";"N";"0.62";"2";"MOL";"-1";"24";"-0.95";"C17H17N3O3S";"CC(C)CCOc1ccc(-c2cc(C(=O)O)nc(S)n2)cc1C#N";"KZSJIEGSBDRDIR-UHFFFAOYSA-N";"InChI=1S/C17H17N3O3S/c1-10(2)5-6-23-15-4-3-11(7-12(15)9-18)13-8-14(16(21)22)20-17(24)19-13/h3-4,7-8,10H,5-6H2,1-2H3,(H,21,22)(H,19,20,24)";"False";"-1";"['9c']";"['6-(3-cyano-4-(isopentyloxy)phenyl)-2-mercaptopyrimidine-4-carboxylic acid']"
"CHEMBL5174363";"";"";"";"";"356.44";"2";"2";"3.17";"78.90";"6";"0";"0";"10";"N";"0.36";"1";"MOL";"-1";"24";"-0.07";"C17H24O6S";"CCCCS(=O)(=O)Oc1ccc(/C=C/C(=O)OCCC)cc1OC";"QTDRENBPJNKXAZ-CSKARUKUSA-N";"InChI=1S/C17H24O6S/c1-4-6-12-24(19,20)23-15-9-7-14(13-16(15)21-3)8-10-17(18)22-11-5-2/h7-10,13H,4-6,11-12H2,1-3H3/b10-8+";"False";"-1";"['F3']";"['propyl 3-(4-((butylsulfonyl)oxy)-3-methoxyphenyl)acrylate']"
"CHEMBL3127132";"";"";"Small molecule";"";"323.36";"3";"3";"2.26";"114.59";"6";"2";"0";"5";"N";"0.87";"2";"MOL";"-1";"24";"-1.25";"C17H17N5O2";"CNc1nc(-c2ccc(OCC(C)C)c(C#N)c2)c(C#N)c(=O)[nH]1";"UTRSYENRCPXVTP-UHFFFAOYSA-N";"InChI=1S/C17H17N5O2/c1-10(2)9-24-14-5-4-11(6-12(14)7-18)15-13(8-19)16(23)22-17(20-3)21-15/h4-6,10H,9H2,1-3H3,(H2,20,21,22,23)";"False";"-1";"['32']";"['4-(3-cyano-4-isobutoxyphenyl)-2-(methylamino)-6-oxo-1,6-dihydropyrimidine-5-carbonitrile']"
"CHEMBL3740322";"";"";"Small molecule";"";"360.33";"3";"5";"2.49";"110.03";"6";"2";"0";"3";"N";"0.42";"3";"MOL";"-1";"25";"-1.92";"C15H9FN4O4S";"O=C(Nn1c(=S)[nH]c2ccc(F)cc2c1=O)c1ccc([N+](=O)[O-])cc1";"RZWQPDFNGPPMKL-UHFFFAOYSA-N";"InChI=1S/C15H9FN4O4S/c16-9-3-6-12-11(7-9)14(22)19(15(25)17-12)18-13(21)8-1-4-10(5-2-8)20(23)24/h1-7H,(H,17,25)(H,18,21)";"False";"-1";"['2c']";"['N-(6-fluoro-4-oxo-2-thioxo-1,2-dihydroquinazolin-3(4H)-yl)-4-nitrobenzamide']"
"CHEMBL2205494";"";"";"Small molecule";"";"243.31";"1";"1";"2.63";"72.03";"4";"2";"0";"3";"N";"0.87";"2";"MOL";"-1";"18";"-0.64";"C14H17N3O";"CC(C)Cc1ccc(-c2cc(O)nc(N)n2)cc1";"VOBBPLNUDGMOMJ-UHFFFAOYSA-N";"InChI=1S/C14H17N3O/c1-9(2)7-10-3-5-11(6-4-10)12-8-13(18)17-14(15)16-12/h3-6,8-9H,7H2,1-2H3,(H3,15,16,17,18)";"False";"-1";"['3']";"['2-amino-6-(4-isobutylphenyl)pyrimidin-4-ol']"
"CHEMBL4173951";"";"";"Small molecule";"";"349.37";"1";"1";"3.22";"115.45";"7";"2";"0";"6";"N";"0.36";"2";"MOL";"-1";"24";"-1.19";"C15H15N3O5S";"CCC(C)Oc1ccc(-c2cc(C(=O)O)nc(S)n2)cc1[N+](=O)[O-]";"CBGGJNWXDCXUAZ-UHFFFAOYSA-N";"InChI=1S/C15H15N3O5S/c1-3-8(2)23-13-5-4-9(6-12(13)18(21)22)10-7-11(14(19)20)17-15(24)16-10/h4-8H,3H2,1-2H3,(H,19,20)(H,16,17,24)";"False";"-1";"['10e']";"['6-(4-sec-butoxy-3-nitrophenyl)-2-mercaptopyrimidine-4-carboxylic acid']"
"CHEMBL5775842";"";"";"";"";"397.31";"1";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"C15H14N2O4SSe";"Cc1nc(-c2ccc(S(=O)(=O)C(C)C)c(C#N)c2)[se]c1C(=O)O";"FRSVGOIIOJDDTO-UHFFFAOYSA-N";"InChI=1S/C15H14N2O4SSe/c1-8(2)22(20,21)12-5-4-10(6-11(12)7-16)14-17-9(3)13(23-14)15(18)19/h4-6,8H,1-3H3,(H,18,19)";"False";"-1";"['BDBM352058']";"['US9802907, Compound 43']"
"CHEMBL5591037";"";"";"";"";"320.39";"1";"1";"1.56";"66.48";"5";"1";"0";"2";"N";"0.84";"1";"MOL";"-1";"19";"-1.95";"C10H9FN2O3S3";"O=C(NS(=O)(=O)c1ccc(F)cc1)N1CCSC1=S";"FTQODFJTDYUYJV-UHFFFAOYSA-N";"InChI=1S/C10H9FN2O3S3/c11-7-1-3-8(4-2-7)19(15,16)12-9(14)13-5-6-18-10(13)17/h1-4H,5-6H2,(H,12,14)";"False";"-1";"['85']";"['N-((4-fluorophenyl)sulfonyl)-2-thioxothiazolidine-3-carboxamide']"
"CHEMBL2205506";"";"";"Small molecule";"";"302.33";"1";"1";"1.57";"124.35";"6";"3";"0";"5";"N";"0.77";"2";"MOL";"-1";"22";"-0.93";"C15H18N4O3";"CC(C)COc1ccc(-c2cc(O)nc(N)n2)cc1C(N)=O";"BZRPEKSFMGHEKP-UHFFFAOYSA-N";"InChI=1S/C15H18N4O3/c1-8(2)7-22-12-4-3-9(5-10(12)14(16)21)11-6-13(20)19-15(17)18-11/h3-6,8H,7H2,1-2H3,(H2,16,21)(H3,17,18,19,20)";"False";"-1";"['7c']";"['5-(2-amino-6-hydroxypyrimidin-4-yl)-2-isobutoxybenzamide']"
"CHEMBL6042564";"";"";"";"";"403.25";"1";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"C18H10F2N2O2Se";"Cc1nc(-c2ccc(-c3ccc(F)c(F)c3)c(C#N)c2)[se]c1C(=O)O";"AAUGNNZVJNZLJZ-UHFFFAOYSA-N";"InChI=1S/C18H10F2N2O2Se/c1-9-16(18(23)24)25-17(22-9)11-2-4-13(12(6-11)8-21)10-3-5-14(19)15(20)7-10/h2-7H,1H3,(H,23,24)";"False";"-1";"['BDBM352043']";"['US9802907, Compound 22']"
"CHEMBL5590887";"";"";"";"";"395.45";"1";"1";"4.02";"88.02";"5";"3";"0";"8";"N";"0.40";"3";"MOL";"-1";"29";"0.03";"C23H25NO5";"COc1cc2ccc(C(=O)NCCCCc3ccc(O)c(O)c3)cc2cc1OC";"NGZURBNENGSKAJ-UHFFFAOYSA-N";"InChI=1S/C23H25NO5/c1-28-21-13-16-7-8-17(12-18(16)14-22(21)29-2)23(27)24-10-4-3-5-15-6-9-19(25)20(26)11-15/h6-9,11-14,25-26H,3-5,10H2,1-2H3,(H,24,27)";"False";"-1";"['76']";"['N-(4-(3,4-dihydroxyphenyl)butyl)-6,7-dimethoxy-2-naphthamide']"
"CHEMBL5743531";"";"";"";"";"358.38";"1";"6";"1.54";"136.65";"7";"4";"0";"4";"N";"0.41";"3";"MOL";"-1";"25";"-1.80";"C15H14N6O3S";"CSc1nc(O)c(C(=O)Nc2ccc(-c3nn[nH]c3C)cc2)c(=O)[nH]1";"PHSVJAGRSNJUIL-UHFFFAOYSA-N";"InChI=1S/C15H14N6O3S/c1-7-11(20-21-19-7)8-3-5-9(6-4-8)16-12(22)10-13(23)17-15(25-2)18-14(10)24/h3-6H,1-2H3,(H,16,22)(H,19,20,21)(H2,17,18,23,24)";"False";"-1";"['BDBM499644', 'BDBM524220']";"['US11020397, Compound Formula-(IIff)', 'US11168075, Compound Formula (IIg)']"
"CHEMBL5174368";"";"";"";"";"349.39";"1";"1";"2.89";"103.57";"5";"2";"0";"5";"N";"0.74";"3";"MOL";"-1";"26";"-1.68";"C19H19N5O2";"CC(C)CCn1cc(C#N)c2cc(NC(=O)c3cc(=O)[nH]cn3)ccc21";"XIACQYRJVZOTIK-UHFFFAOYSA-N";"InChI=1S/C19H19N5O2/c1-12(2)5-6-24-10-13(9-20)15-7-14(3-4-17(15)24)23-19(26)16-8-18(25)22-11-21-16/h3-4,7-8,10-12H,5-6H2,1-2H3,(H,23,26)(H,21,22,25)";"False";"-1";"['13e']";"['N-(3-cyano-1-isopentyl-1H-indol-5-yl)-6-oxo-1,6-dihydropyrimidine-4-carboxamide']"
"CHEMBL5567720";"";"";"";"";"336.35";"2";"2";"3.90";"91.68";"5";"3";"0";"5";"N";"0.65";"3";"MOL";"-1";"25";"-0.58";"C19H16N2O4";"COc1ccc(Nc2cncc(-c3ccc(C(=O)O)c(O)c3)c2)cc1";"JYJVULWBZYULAJ-UHFFFAOYSA-N";"InChI=1S/C19H16N2O4/c1-25-16-5-3-14(4-6-16)21-15-8-13(10-20-11-15)12-2-7-17(19(23)24)18(22)9-12/h2-11,21-22H,1H3,(H,23,24)";"False";"-1";"['II14']";"['2-Hydroxy-4-(5-((4-methoxyphenyl)amino)pyridin-3-yl)benzoic acid']"
"CHEMBL5433814";"";"";"";"";"386.38";"1";"1";"2.09";"134.40";"8";"2";"0";"6";"N";"0.52";"4";"MOL";"-1";"29";"-2.34";"C19H14N8O2";"N#Cc1ccccc1COc1ccc(NC(=O)c2c[nH]cn2)cc1-n1cnnn1";"WGSQFIPRXLBJJX-UHFFFAOYSA-N";"InChI=1S/C19H14N8O2/c20-8-13-3-1-2-4-14(13)10-29-18-6-5-15(7-17(18)27-12-23-25-26-27)24-19(28)16-9-21-11-22-16/h1-7,9,11-12H,10H2,(H,21,22)(H,24,28)";"False";"-1";"['20a']";"['N-(4-((2-cyanobenzyl)oxy)-3-(1H-tetrazol-1-yl)phenyl)-1H-imidazole-4-carboxamide']"
"CHEMBL5596244";"";"";"";"";"293.28";"2";"2";"3.68";"94.46";"4";"2";"0";"2";"N";"0.75";"3";"MOL";"-1";"22";"0.06";"C17H11NO4";"Cc1cc2cc(C#N)cc(-c3ccc(C(=O)O)c(O)c3)c2o1";"AOARHEAWEGHBJL-UHFFFAOYSA-N";"InChI=1S/C17H11NO4/c1-9-4-12-5-10(8-18)6-14(16(12)22-9)11-2-3-13(17(20)21)15(19)7-11/h2-7,19H,1H3,(H,20,21)";"False";"-1";"['25']";"['4-(5-Cyano-2-methyl-benzofuran-7-yl)-2-hydroxy-benzoic Acid']"
"CHEMBL460873";"";"";"Small molecule";"";"241.25";"4";"4";"1.41";"78.85";"6";"1";"0";"2";"N";"0.73";"3";"MOL";"-1";"18";"-1.53";"C12H11N5O";"COc1ccc(-n2ncc3c(N)ncnc32)cc1";"TWRVJKDDEYQGIB-UHFFFAOYSA-N";"InChI=1S/C12H11N5O/c1-18-9-4-2-8(3-5-9)17-12-10(6-16-17)11(13)14-7-15-12/h2-7H,1H3,(H2,13,14,15)";"False";"-1";"['5b']";"["(4'-Methoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-ylamine"]"
"CHEMBL501898";"";"";"Small molecule";"";"696.70";"3";"3";"-1.55";"246.68";"16";"9";"3";"10";"N";"0.13";"2";"MOL";"-1";"49";"1.49";"C33H44O16";"COc1cc(/C=C/c2ccc(O)cc2)cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)c1";"WZMOUSIPJJZEEB-KQUDHKOLSA-N";"InChI=1S/C33H44O16/c1-14-22(35)25(38)28(41)31(45-14)44-13-21-24(37)27(40)30(49-32-29(42)26(39)23(36)15(2)46-32)33(48-21)47-20-11-17(10-19(12-20)43-3)5-4-16-6-8-18(34)9-7-16/h4-12,14-15,21-42H,13H2,1-3H3/b5-4+/t14-,15-,21+,22-,23-,24+,25+,26+,27-,28+,29+,30+,31+,32-,33+/m0/s1";"False";"-1";"['1']";"["trans-4',5-dihydroxy-3-methoxystilbene-5-O-{alpha-L-rhamnopyranosyl-(1->2)-[alpha-L-rhamnopyranosyl-(1->6)]-beta-D-glucopyranoside"]"
"CHEMBL85314";"";"";"Small molecule";"";"254.34";"52";"52";"1.51";"63.83";"7";"2";"0";"0";"N";"0.55";"0";"MOL";"-1";"16";"-0.91";"C9H10N4OS2";"CC1CSc2nc3nc(S)nc-3c(O)n2C1";"ZZJOMBYANCNMDV-UHFFFAOYSA-N";"InChI=1S/C9H10N4OS2/c1-4-2-13-7(14)5-6(11-8(15)10-5)12-9(13)16-3-4/h4,14H,2-3H2,1H3,(H,10,15)";"False";"-1";"['4c', 'SID508061']";"['2-Mercapto-7-methyl-7,8-dihydro-3H,6H-5-thia-1,3,4,8a-tetraaza-cyclopenta[b]naphthalen-9-one', 'SID508061']"
"CHEMBL2238356";"3-BROMO-N-METHYLBOLDINE IODIDE";"";"Small molecule";"";"548.22";"2";"5";"3.77";"58.92";"4";"2";"0";"2";"N";"0.73";"2";"MOL";"-1";"26";"2.27";"C20H23BrINO4";"COc1cc2c(cc1O)C[C@H]1c3c(c(Br)c(O)c(OC)c3-2)CC[N+]1(C)C.[I-]";"NWFGVMRZCFMSMX-ZOWNYOTGSA-N";"InChI=1S/C20H22BrNO4.HI/c1-22(2)6-5-11-16-13(22)7-10-8-14(23)15(25-3)9-12(10)17(16)20(26-4)19(24)18(11)21;/h8-9,13H,5-7H2,1-4H3,(H-,23,24);1H/t13-;/m0./s1";"False";"-1";"['4']";"['3-Bromo-N-methylboldine iodide']"
