"Compound ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"Np Likeness Score";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL5399119";"";"";"";"";"252.28";"1";"1";"2.54";"63.69";"4";"1";"0";"3";"N";"0.78";"3";"MOL";"-1";"19";"-1.25";"C14H12N4O";"COc1ccc(-c2ccc(-c3nnn[nH]3)cc2)cc1";"LYNDBUPSFWRMGW-UHFFFAOYSA-N";"InChI=1S/C14H12N4O/c1-19-13-8-6-11(7-9-13)10-2-4-12(5-3-10)14-15-17-18-16-14/h2-9H,1H3,(H,15,16,17,18)";"False";"-1";"['IIb']";"["5-(4'-(methoxy)-[1,1'-biphenyl]-4-yl)-1H-tetrazole"]"
"CHEMBL3594373";"";"";"Small molecule";"";"328.28";"2";"2";"2.33";"117.20";"6";"3";"0";"4";"N";"0.67";"3";"MOL";"-1";"24";"0.79";"C17H12O7";"O=C(O)COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1";"CMGRYZUEGLDACO-UHFFFAOYSA-N";"InChI=1S/C17H12O7/c18-10-3-1-9(2-4-10)14-7-13(20)17-12(19)5-11(6-15(17)24-14)23-8-16(21)22/h1-7,18-19H,8H2,(H,21,22)";"False";"-1";"['3a']";"['2-(5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yloxy)acetic acid']"
"CHEMBL4083271";"";"";"Small molecule";"";"505.48";"2";"2";"3.76";"169.69";"8";"6";"2";"8";"N";"0.15";"4";"MOL";"-1";"37";"0.57";"C27H23NO9";"COc1ccc(/C=C/C(=O)N[C@@H](Cc2ccc(O)c(O)c2)C(=O)O)c2cc(-c3ccc(O)c(O)c3)oc12";"YMZVXZMLBDMWGA-YXOJNZSOSA-N";"InChI=1S/C27H23NO9/c1-36-23-8-4-15(17-13-24(37-26(17)23)16-3-7-20(30)22(32)12-16)5-9-25(33)28-18(27(34)35)10-14-2-6-19(29)21(31)11-14/h2-9,11-13,18,29-32H,10H2,1H3,(H,28,33)(H,34,35)/b9-5+/t18-/m0/s1";"False";"-1";"['10a']";"['(S,E)-3-(3,4-dihydroxyphenyl)-2-(3-(2-(3,4-dimethoxyphenyl)-7-methoxybenzofuran-4-yl)acrylamido)propanoicacid']"
"CHEMBL4226015";"";"";"Small molecule";"";"359.18";"1";"1";"4.17";"64.69";"5";"0";"0";"3";"N";"0.40";"3";"MOL";"-1";"22";"-1.06";"C16H11BrN2O3";"C/C(=N\OC(=O)c1ccc(Br)cc1)c1nc2ccccc2o1";"JNDKXRBBCIYVNS-VXLYETTFSA-N";"InChI=1S/C16H11BrN2O3/c1-10(15-18-13-4-2-3-5-14(13)21-15)19-22-16(20)11-6-8-12(17)9-7-11/h2-9H,1H3/b19-10+";"False";"-1";"['7c']";"['(E)-1-(Benzo[d]oxazol-2-yl)ethanone O-(4-bromobenzoyl)oxime']"
"CHEMBL4227343";"";"";"Small molecule";"";"286.72";"1";"1";"3.90";"58.62";"4";"1";"0";"3";"N";"0.45";"3";"MOL";"-1";"20";"-1.09";"C15H11ClN2O2";"O/N=C(\Cc1ccccc1)c1nc2cc(Cl)ccc2o1";"ZXKOQSKENGIXCM-QGOAFFKASA-N";"InChI=1S/C15H11ClN2O2/c16-11-6-7-14-12(9-11)17-15(20-14)13(18-19)8-10-4-2-1-3-5-10/h1-7,9,19H,8H2/b18-13+";"False";"-1";"['5g']";"['(E)-1-(5-Chlorobenzo[d]oxazol-2-yl)-2-phenylethanone oxime']"
"CHEMBL4648929";"";"";"Unknown";"";"251.67";"1";"1";"2.07";"67.34";"4";"1";"0";"3";"N";"0.39";"2";"MOL";"-1";"17";"-1.01";"C11H10ClN3O2";"C/C(=N\OC(=O)CCl)c1nc2ccccc2[nH]1";"PJGMRMCPWWZULK-VIZOYTHASA-N";"InChI=1S/C11H10ClN3O2/c1-7(15-17-10(16)6-12)11-13-8-4-2-3-5-9(8)14-11/h2-5H,6H2,1H3,(H,13,14)/b15-7+";"False";"-1";"['5b']";"['[1-(1H-benzimidazol-2-yl)ethylideneamino]-2-chloroacetate']"
"CHEMBL4162849";"";"";"Small molecule";"";"329.38";"1";"2";"3.04";"96.10";"6";"2";"0";"5";"N";"0.65";"2";"MOL";"-1";"23";"-1.07";"C16H15N3O3S";"CC(C)COc1ccc(-c2cc(C(=O)O)nc(S)n2)cc1C#N";"URJCULMRCDMTEW-UHFFFAOYSA-N";"InChI=1S/C16H15N3O3S/c1-9(2)8-22-14-4-3-10(5-11(14)7-17)12-6-13(15(20)21)19-16(23)18-12/h3-6,9H,8H2,1-2H3,(H,20,21)(H,18,19,23)";"False";"-1";"['9b']";"['6-(3-cyano-4-isobutoxyphenyl)-2-mercaptopyrimidine-4-carboxylic acid']"
"CHEMBL3127116";"";"";"Small molecule";"";"389.76";"5";"11";"3.11";"90.23";"5";"2";"0";"4";"N";"0.84";"2";"MOL";"-1";"26";"-0.63";"C16H15ClF3N3O3";"Nc1nc(-c2ccc(OCC3CCOC3)c(C(F)(F)F)c2)c(Cl)c(=O)[nH]1";"CMUSWEIFTDZTPG-UHFFFAOYSA-N";"InChI=1S/C16H15ClF3N3O3/c17-12-13(22-15(21)23-14(12)24)9-1-2-11(10(5-9)16(18,19)20)26-7-8-3-4-25-6-8/h1-2,5,8H,3-4,6-7H2,(H3,21,22,23,24)";"False";"-1";"['40']";"['2-amino-5-chloro-6-(4-((tetrahydrofuran-3-yl)methoxy)-3-(trifluoromethyl)phenyl)pyrimidin-4(3H)-one']"
"CHEMBL3746991";"";"";"Small molecule";"";"272.24";"3";"3";"1.20";"104.63";"4";"3";"0";"2";"N";"0.61";"3";"MOL";"-1";"20";"-0.75";"C13H9FN4O2";"Nc1nc2c(C(=O)c3ccc(F)cc3)c[nH]c2c(=O)[nH]1";"ZLGUYWJOBCGRCJ-UHFFFAOYSA-N";"InChI=1S/C13H9FN4O2/c14-7-3-1-6(2-4-7)11(19)8-5-16-10-9(8)17-13(15)18-12(10)20/h1-5,16H,(H3,15,17,18,20)";"False";"-1";"['LSPN441']";"['2-Amino-3H,5H-7-(4-fluorbenzoyl)pyrrolo[3,2-d]pyrimidin-4-one']"
"CHEMBL5197734";"";"";"";"";"537.06";"1";"1";"6.03";"64.68";"4";"1";"2";"4";"N";"0.48";"2";"MOL";"-1";"26";"-1.37";"C17H10Br2Cl2N2O2S";"NC1=NC(=O)/C(=C/c2cc(Br)cc(Br)c2OCc2ccc(Cl)cc2Cl)S1";"HVSMXASAJQNPNL-CPSFFCFKSA-N";"InChI=1S/C17H10Br2Cl2N2O2S/c18-10-3-9(4-14-16(24)23-17(22)26-14)15(12(19)5-10)25-7-8-1-2-11(20)6-13(8)21/h1-6H,7H2,(H2,22,23,24)/b14-4-";"False";"-1";"['XO-25']";"['(Z)-2-amino-5-(3,5-dibromo-2-((2,4-dichlorobenzyl)oxy)benzylidene)thiazol-4(5H)-one']"
"CHEMBL2205496";"";"";"Small molecule";"";"261.35";"1";"1";"2.93";"72.03";"5";"2";"0";"3";"N";"0.83";"2";"MOL";"-1";"18";"-1.38";"C13H15N3OS";"CC(C)Sc1ccc(-c2cc(O)nc(N)n2)cc1";"LRGIVOPTQMVBIK-UHFFFAOYSA-N";"InChI=1S/C13H15N3OS/c1-8(2)18-10-5-3-9(4-6-10)11-7-12(17)16-13(14)15-11/h3-8H,1-2H3,(H3,14,15,16,17)";"False";"-1";"['5']";"['2-amino-6-(4-(isopropylthio)phenyl)pyrimidin-4-ol']"
"CHEMBL5558826";"";"";"";"";"306.32";"2";"2";"3.90";"82.45";"4";"3";"0";"4";"N";"0.68";"3";"MOL";"-1";"23";"-0.62";"C18H14N2O3";"O=C(O)c1ccc(-c2cncc(Nc3ccccc3)c2)cc1O";"CTQXQTVRAJOIOI-UHFFFAOYSA-N";"InChI=1S/C18H14N2O3/c21-17-9-12(6-7-16(17)18(22)23)13-8-15(11-19-10-13)20-14-4-2-1-3-5-14/h1-11,20-21H,(H,22,23)";"False";"-1";"['II8']";"['2-Hydroxy-4-(5-(phenylamino)pyridin-3-yl)benzoic acid']"
"CHEMBL5562468";"";"";"";"";"324.31";"2";"2";"4.04";"82.45";"4";"3";"0";"4";"N";"0.67";"3";"MOL";"-1";"24";"-0.92";"C18H13FN2O3";"O=C(O)c1ccc(-c2cncc(Nc3ccc(F)cc3)c2)cc1O";"SAISKAQAHVDKHA-UHFFFAOYSA-N";"InChI=1S/C18H13FN2O3/c19-13-2-4-14(5-3-13)21-15-7-12(9-20-10-15)11-1-6-16(18(23)24)17(22)8-11/h1-10,21-22H,(H,23,24)";"False";"-1";"['II9']";"['4-(5-((4-Fluorophenyl)amino)pyridin-3-yl)-2-hydroxybenzoic acid']"
"CHEMBL5199185";"";"";"";"";"361.34";"1";"1";"2.90";"107.45";"5";"2";"0";"4";"N";"0.58";"4";"MOL";"-1";"27";"-1.41";"C19H12FN5O2";"N#Cc1cc(-c2ncc3c(=O)[nH][nH]c3n2)ccc1OCc1ccc(F)cc1";"UABMZLIEFNCTHU-UHFFFAOYSA-N";"InChI=1S/C19H12FN5O2/c20-14-4-1-11(2-5-14)10-27-16-6-3-12(7-13(16)8-21)17-22-9-15-18(23-17)24-25-19(15)26/h1-7,9H,10H2,(H2,22,23,24,25,26)";"False";"-1";"['19f']";"['6-[3-cyano-4-(4-fluorobenzyloxy)phenyl]-1,2-dihydro-3H-pyrazolo[3,4-d]pyrimidin-3-one']"
"CHEMBL4160564";"";"";"Small molecule";"";"315.35";"1";"1";"2.79";"96.10";"6";"2";"0";"4";"N";"0.67";"2";"MOL";"-1";"22";"-1.17";"C15H13N3O3S";"CC(C)Oc1ccc(-c2cc(C(=O)O)nc(S)n2)cc1C#N";"XIOVSVUPYZILGM-UHFFFAOYSA-N";"InChI=1S/C15H13N3O3S/c1-8(2)21-13-4-3-9(5-10(13)7-16)11-6-12(14(19)20)18-15(22)17-11/h3-6,8H,1-2H3,(H,19,20)(H,17,18,22)";"False";"-1";"['9a']";"['6-(3-cyano-4-isopropoxyphenyl)-2-mercaptopyrimidine-4-carboxylic acid']"
"CHEMBL5922438";"";"";"";"";"315.25";"1";"3";"-1.00";"158.65";"8";"4";"0";"3";"N";"0.48";"3";"MOL";"-1";"23";"-2.41";"C12H9N7O4";"O=C(Nc1ccc(-n2cnnn2)cc1)c1c(O)[nH]c(=O)[nH]c1=O";"LJRKESKWUXHWNZ-UHFFFAOYSA-N";"InChI=1S/C12H9N7O4/c20-9(8-10(21)15-12(23)16-11(8)22)14-6-1-3-7(4-2-6)19-5-13-17-18-19/h1-5H,(H,14,20)(H3,15,16,21,22,23)";"False";"-1";"['BDBM289114']";"['N-(4-(1H-tetrazol-1-yl)phenyl)-6-hydroxy-2,4-dioxo-1,2,3,4-tetrahydropyrimidine-5-carboxamide::US10093658, Compound Formula (IIc)']"
"CHEMBL4090366";"";"";"Small molecule";"";"473.48";"2";"2";"4.34";"129.23";"6";"4";"0";"8";"N";"0.22";"4";"MOL";"-1";"35";"0.49";"C27H23NO7";"COc1ccc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)O)c2cc(-c3ccc(O)c(O)c3)oc12";"WKQDSTMPZZPFIF-JTPHSUOKSA-N";"InChI=1S/C27H23NO7/c1-34-23-11-8-17(19-15-24(35-26(19)23)18-7-10-21(29)22(30)14-18)9-12-25(31)28-20(27(32)33)13-16-5-3-2-4-6-16/h2-12,14-15,20,29-30H,13H2,1H3,(H,28,31)(H,32,33)/b12-9+/t20-/m0/s1";"False";"-1";"['10d']";"['(E)-(3-(2-(3,4-dimethoxyphenyl)-7-methoxybenzofuran-4-yl)acryloyl)-L-phenylalanine']"
"CHEMBL2420118";"";"";"Small molecule";"";"240.65";"2";"3";"1.04";"69.90";"6";"0";"0";"3";"N";"0.59";"2";"MOL";"-1";"16";"-2.03";"C9H9ClN4O2";"CCOC(=O)Cn1ncc2c(Cl)ncnc21";"GRTCLMKNXSZAFA-UHFFFAOYSA-N";"InChI=1S/C9H9ClN4O2/c1-2-16-7(15)4-14-9-6(3-13-14)8(10)11-5-12-9/h3,5H,2,4H2,1H3";"False";"-1";"['3']";"['Ethyl 2-(4-chloro-1H-pyrazolo[3,4-d]pyrimidin-1-yl)acetate']"
"CHEMBL4088768";"";"";"Small molecule";"";"297.23";"1";"2";"0.87";"134.87";"7";"2";"0";"2";"N";"0.42";"4";"MOL";"-1";"22";"-1.96";"C12H7N7O3";"O=c1[nH]c2[nH]ncc2c2nc(-c3ccc([N+](=O)[O-])cc3)nn12";"WNWIJUYZANVVGZ-UHFFFAOYSA-N";"InChI=1S/C12H7N7O3/c20-12-15-10-8(5-13-16-10)11-14-9(17-18(11)12)6-1-3-7(4-2-6)19(21)22/h1-5H,(H2,13,15,16,20)";"False";"-1";"['237']";"['2-(4-nitrophenyl)-6,7-dihydro-5H-pyrazolo[4,3-e][1,2,4]triazolo[1,5-c]pyrimidin-5-one']"
"CHEMBL3930500";"";"";"Small molecule";"";"391.47";"2";"2";"3.73";"65.64";"4";"1";"0";"5";"N";"0.67";"3";"MOL";"-1";"29";"-1.42";"C23H25N3O3";"CCOc1ccc(N2CCN(C(=O)c3cc4cc(C(C)=O)ccc4[nH]3)CC2)cc1";"QCBHXRQPTVTAQI-UHFFFAOYSA-N";"InChI=1S/C23H25N3O3/c1-3-29-20-7-5-19(6-8-20)25-10-12-26(13-11-25)23(28)22-15-18-14-17(16(2)27)4-9-21(18)24-22/h4-9,14-15,24H,3,10-13H2,1-2H3";"False";"-1";"['BDBM244087']";"['US9428478, TG6-238']"
"CHEMBL5807979";"";"";"";"";"314.26";"1";"3";"-0.19";"156.62";"6";"5";"0";"3";"N";"0.45";"3";"MOL";"-1";"23";"-1.39";"C13H10N6O4";"O=C(Nc1ccc(-c2nnc[nH]2)cc1)c1c(O)[nH]c(=O)[nH]c1=O";"USLAZNNPTSVNMV-UHFFFAOYSA-N";"InChI=1S/C13H10N6O4/c20-10(8-11(21)17-13(23)18-12(8)22)16-7-3-1-6(2-4-7)9-14-5-15-19-9/h1-5H,(H,16,20)(H,14,15,19)(H3,17,18,21,22,23)";"False";"-1";"['BDBM522179']";"['US11161835, Compound Formula (Ib)']"
"CHEMBL6051957";"";"";"";"";"313.28";"1";"3";"-0.32";"162.41";"6";"5";"0";"3";"N";"0.44";"3";"MOL";"-1";"23";"-1.21";"C13H11N7O3";"Nc1[nH]c(=O)[nH]c(=O)c1NC(=O)c1ccc(-c2cnn[nH]2)cc1";"PJMHUMLKPOXMCC-UHFFFAOYSA-N";"InChI=1S/C13H11N7O3/c14-10-9(12(22)18-13(23)17-10)16-11(21)7-3-1-6(2-4-7)8-5-15-20-19-8/h1-5H,(H,16,21)(H,15,19,20)(H4,14,17,18,22,23)";"False";"-1";"['BDBM524209']";"['US11168075, Compound Formula (Il)']"
"CHEMBL5887844";"";"";"";"";"338.33";"1";"3";"0.49";"126.28";"8";"3";"0";"3";"N";"0.50";"4";"MOL";"-1";"25";"-1.13";"C15H14N8O2";"Cn1c(=O)c2c(Nc3ccc(-c4cnn[nH]4)cc3)n[nH]c2n(C)c1=O";"UKWPICCASHUETC-UHFFFAOYSA-N";"InChI=1S/C15H14N8O2/c1-22-13-11(14(24)23(2)15(22)25)12(19-20-13)17-9-5-3-8(4-6-9)10-7-16-21-18-10/h3-7H,1-2H3,(H,16,18,21)(H2,17,19,20)";"False";"-1";"['BDBM524229']";"['US11168075, Compound Formula (VIc)']"
"CHEMBL5991322";"";"";"";"";"378.80";"1";"3";"1.89";"136.65";"7";"4";"0";"4";"N";"0.40";"3";"MOL";"-1";"25";"-1.99";"C14H11ClN6O3S";"CSc1nc(O)c(C(=O)Nc2ccc(-c3c[nH]nn3)c(Cl)c2)c(=O)[nH]1";"OEDOMTOWZKZQEG-UHFFFAOYSA-N";"InChI=1S/C14H11ClN6O3S/c1-25-14-18-12(23)10(13(24)19-14)11(22)17-6-2-3-7(8(15)4-6)9-5-16-21-20-9/h2-5H,1H3,(H,17,22)(H,16,20,21)(H2,18,19,23,24)";"False";"-1";"['BDBM499678']";"['US11020397, Compound Formula-(II2)']"
"CHEMBL5750121";"";"";"";"";"321.28";"1";"3";"-0.74";"169.51";"8";"5";"0";"3";"N";"0.42";"3";"MOL";"-1";"22";"-1.68";"C10H7N7O4S";"O=C(Nc1ncc(-c2c[nH]nn2)s1)c1c(O)[nH]c(=O)[nH]c1=O";"UAVQXZMLHHAJPW-UHFFFAOYSA-N";"InChI=1S/C10H7N7O4S/c18-6-5(7(19)14-9(21)13-6)8(20)15-10-11-2-4(22-10)3-1-12-17-16-3/h1-2H,(H,11,15,20)(H,12,16,17)(H3,13,14,18,19,21)";"False";"-1";"['BDBM499669']";"['US11020397, Compound Formula-(Io)']"
"CHEMBL5815550";"";"";"";"";"463.40";"1";"3";"2.80";"149.54";"8";"4";"0";"4";"N";"0.27";"4";"MOL";"-1";"32";"-1.51";"C18H12F3N7O3S";"CSc1nc(O)c(C(=O)Nc2ccc3nc(-c4c[nH]nn4)ccc3c2C(F)(F)F)c(=O)[nH]1";"FCZFKECZHPBYHI-UHFFFAOYSA-N";"InChI=1S/C18H12F3N7O3S/c1-32-17-25-15(30)12(16(31)26-17)14(29)24-10-5-4-8-7(13(10)18(19,20)21)2-3-9(23-8)11-6-22-28-27-11/h2-6H,1H3,(H,24,29)(H,22,27,28)(H2,25,26,30,31)";"False";"-1";"['BDBM499687']";"['US11020397, Compound Formula-(II11)']"
"CHEMBL5438064";"";"";"";"";"342.36";"2";"2";"1.96";"111.72";"8";"1";"0";"5";"N";"0.75";"3";"MOL";"-1";"25";"-2.03";"C16H18N6O3";"O=c1[nH]c(-c2ccc(OCC3CCCCC3)c(-n3cnnn3)c2)no1";"DFADGCQBDRSMSN-UHFFFAOYSA-N";"InChI=1S/C16H18N6O3/c23-16-18-15(19-25-16)12-6-7-14(13(8-12)22-10-17-20-21-22)24-9-11-4-2-1-3-5-11/h6-8,10-11H,1-5,9H2,(H,18,19,23)";"False";"-1";"['19', '19']";"['3-(4-(cyclohexylmethoxy)-3-(1H-tetrazol-1-yl)phenyl)-1,2,4-oxadiazol-5(4H)-one', '3-(4-(cyclohexylmethoxy)-3-(1H-tetrazol-1-yl)phenyl)-1,2,4-oxadiazol-5(4H)-one']"
"CHEMBL1761211";"";"";"Small molecule";"";"338.41";"2";"4";"2.62";"54.71";"5";"1";"0";"5";"N";"0.57";"3";"MOL";"-1";"25";"-0.56";"C20H22N2O3";"O=c1c2ccccc2oc2cc(OCCCN3CCNCC3)ccc12";"ZXIREPCEDVNLTK-UHFFFAOYSA-N";"InChI=1S/C20H22N2O3/c23-20-16-4-1-2-5-18(16)25-19-14-15(6-7-17(19)20)24-13-3-10-22-11-8-21-9-12-22/h1-2,4-7,14,21H,3,8-13H2";"False";"-1";"['5']";"['3-[3-(Piperazino)-propoxy]xanthone']"
"CHEMBL5594434";"";"";"";"";"567.53";"1";"1";"4.51";"94.32";"10";"2";"1";"7";"N";"0.41";"3";"MOL";"-1";"34";"-0.47";"C23H27BrN4O4S2";"CCn1c(O)c(C(c2ccc(Br)cc2)c2c(O)n(CC)c(=S)n(CC)c2=O)c(=O)n(CC)c1=S";"YLVYQZNWDHZGMS-UHFFFAOYSA-N";"InChI=1S/C23H27BrN4O4S2/c1-5-25-18(29)16(19(30)26(6-2)22(25)33)15(13-9-11-14(24)12-10-13)17-20(31)27(7-3)23(34)28(8-4)21(17)32/h9-12,15,29,31H,5-8H2,1-4H3";"False";"-1";"['106']";"["5,5'-((4-Bromophenyl)methylene)bis(1,3-diethyl-6-hydroxy-2-thioxo-2,3-dihydropyrimidin-4(1H)-one)"]"
"CHEMBL1765797";"MERBARONE";"";"Small molecule";"";"263.28";"13";"50";"-0.23";"87.30";"4";"3";"0";"2";"N";"0.51";"1";"MOL";"-1";"18";"-1.26";"C11H9N3O3S";"O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1";"JARCFMKMOFFIGZ-UHFFFAOYSA-N";"InChI=1S/C11H9N3O3S/c15-8(12-6-4-2-1-3-5-6)7-9(16)13-11(18)14-10(7)17/h1-5,7H,(H,12,15)(H2,13,14,16,17,18)";"False";"-1";"['Merb', 'Merbarone', 'MERBARONE', 'Merbarone', 'Merbarone', 'MERBARONE', 'BDBM241949', 'RLBN1001', 'Merbarone', 'merbarone', 'merbarone', 'merbarone']";"['Merbarone', 'Merbarone', 'MERBARONE', 'Merbarone', 'Merbarone', 'MERBARONE', 'US9428466, Merbarone', 'Merbarone', '6-hydroxy-4-oxo-N-phenyl-2-thioxo-1H-pyrimidine-5-carboxamide', 'merbarone', 'merbarone', 'merbarone']"
"CHEMBL4224890";"";"";"Small molecule";"";"304.71";"1";"1";"4.04";"58.62";"4";"1";"0";"3";"N";"0.45";"3";"MOL";"-1";"21";"-1.43";"C15H10ClFN2O2";"O/N=C(\Cc1ccc(F)cc1)c1nc2ccc(Cl)cc2o1";"GFJMRBBIGBXGDK-CPNJWEJPSA-N";"InChI=1S/C15H10ClFN2O2/c16-10-3-6-12-14(8-10)21-15(18-12)13(19-20)7-9-1-4-11(17)5-2-9/h1-6,8,20H,7H2/b19-13+";"False";"-1";"['5c']";"['(E)-1-(6-Chlorobenzo[d]oxazol-2-yl)-2-(4-fluorophenyl)ethanone oxime']"
"CHEMBL5558135";"";"";"";"";"354.79";"2";"2";"4.86";"82.45";"4";"3";"0";"4";"N";"0.62";"3";"MOL";"-1";"25";"-1.01";"C19H15ClN2O3";"Cc1ccc(Nc2cncc(-c3ccc(C(=O)O)c(O)c3)c2)cc1Cl";"YRONSGXPUSDUJN-UHFFFAOYSA-N";"InChI=1S/C19H15ClN2O3/c1-11-2-4-14(8-17(11)20)22-15-6-13(9-21-10-15)12-3-5-16(19(24)25)18(23)7-12/h2-10,22-23H,1H3,(H,24,25)";"False";"-1";"['II21']";"['4-(5-((3-Chloro-4-methylphenyl)amino)pyridin-3-yl)-2-hydroxybenzoic acid']"
"CHEMBL5173648";"";"";"";"";"311.34";"1";"1";"3.14";"96.10";"5";"1";"0";"6";"N";"0.88";"2";"MOL";"-1";"23";"-1.07";"C17H17N3O3";"CC(C)CCOc1ccc(-c2ncc(C(=O)O)cn2)cc1C#N";"TVAAHPVKYDPXKJ-UHFFFAOYSA-N";"InChI=1S/C17H17N3O3/c1-11(2)5-6-23-15-4-3-12(7-13(15)8-18)16-19-9-14(10-20-16)17(21)22/h3-4,7,9-11H,5-6H2,1-2H3,(H,21,22)";"False";"-1";"['11c']";"['2-(3-cyano-4-isopentyloxy)phenylpyrimidine-5-carboxylic acid']"
"CHEMBL2048804";"CINNACASOLIDE A";"";"Small molecule";"";"446.41";"1";"2";"-2.88";"184.60";"12";"6";"2";"7";"N";"0.24";"1";"MOL";"-1";"31";"1.78";"C19H26O12";"COC(=O)c1cccc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c1";"WKYIZIWATBNICO-XLBSEFGXSA-N";"InChI=1S/C19H26O12/c1-27-16(25)9-3-2-4-10(5-9)30-17-14(23)13(22)12(21)11(31-17)6-28-18-15(24)19(26,7-20)8-29-18/h2-5,11-15,17-18,20-24,26H,6-8H2,1H3/t11-,12-,13+,14-,15+,17-,18-,19-/m1/s1";"False";"-1";"['11, Cinnacasolide A']";"['methyl 3-hydroxybenzoyl-3-O-beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside']"
"CHEMBL3931544";"";"";"Small molecule";"";"335.41";"2";"2";"3.14";"48.57";"3";"1";"0";"3";"N";"0.80";"3";"MOL";"-1";"25";"-1.36";"C20H21N3O2";"COc1ccc(N2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1";"NGPFFJUJKKEUSP-UHFFFAOYSA-N";"InChI=1S/C20H21N3O2/c1-25-17-8-6-16(7-9-17)22-10-12-23(13-11-22)20(24)19-14-15-4-2-3-5-18(15)21-19/h2-9,14,21H,10-13H2,1H3";"False";"-1";"['BDBM244080']";"['US9428478, TG6-225']"
"CHEMBL3954604";"";"";"Small molecule";"";"379.42";"2";"2";"2.84";"85.87";"4";"2";"0";"4";"N";"0.73";"3";"MOL";"-1";"28";"-1.16";"C21H21N3O4";"COc1ccc(N2CCN(C(=O)c3cc4cc(C(=O)O)ccc4[nH]3)CC2)cc1";"CKKZNPZWHVNQKG-UHFFFAOYSA-N";"InChI=1S/C21H21N3O4/c1-28-17-5-3-16(4-6-17)23-8-10-24(11-9-23)20(25)19-13-15-12-14(21(26)27)2-7-18(15)22-19/h2-7,12-13,22H,8-11H2,1H3,(H,26,27)";"False";"-1";"['BDBM244086']";"['US9428478, TG6-236']"
"CHEMBL4068428";"";"";"Small molecule";"";"270.25";"1";"2";"0.80";"119.05";"6";"4";"0";"3";"N";"0.41";"3";"MOL";"-1";"20";"-1.26";"C12H10N6O2";"O=c1nc(N/N=C/c2ccc(O)cc2)c2cn[nH]c2[nH]1";"FOURMKVXSCEOPR-WLRTZDKTSA-N";"InChI=1S/C12H10N6O2/c19-8-3-1-7(2-4-8)5-13-17-10-9-6-14-18-11(9)16-12(20)15-10/h1-6,19H,(H3,14,15,16,17,18,20)/b13-5+";"False";"-1";"['178']";"['4-(2-(4-hydroxybenzylidene)hydrazinyl)-1H-pyrazolo[3,4-d]pyrimidin-6(7H)-one']"
"CHEMBL5207426";"";"";"";"";"365.78";"1";"1";"3.95";"96.10";"5";"1";"0";"5";"N";"0.74";"3";"MOL";"-1";"26";"-1.29";"C19H12ClN3O3";"N#Cc1cc(-c2ncc(C(=O)O)cn2)ccc1OCc1ccc(Cl)cc1";"ZFDLCRWMTXDSMU-UHFFFAOYSA-N";"InChI=1S/C19H12ClN3O3/c20-16-4-1-12(2-5-16)11-26-17-6-3-13(7-14(17)8-21)18-22-9-15(10-23-18)19(24)25/h1-7,9-10H,11H2,(H,24,25)";"False";"-1";"['11g']";"['2-[4-(4-chlorobenzyloxy)-3-cyano]phenylpyrimidine-5-carboxylic acid']"
"CHEMBL5185700";"";"";"";"";"345.36";"1";"1";"3.60";"96.10";"5";"1";"0";"5";"N";"0.76";"3";"MOL";"-1";"26";"-1.19";"C20H15N3O3";"Cc1ccc(COc2ccc(-c3ncc(C(=O)O)cn3)cc2C#N)cc1";"UEFISHUYVAKAFJ-UHFFFAOYSA-N";"InChI=1S/C20H15N3O3/c1-13-2-4-14(5-3-13)12-26-18-7-6-15(8-16(18)9-21)19-22-10-17(11-23-19)20(24)25/h2-8,10-11H,12H2,1H3,(H,24,25)";"False";"-1";"['11i']";"['2-[3-cyano-4-(4-methylbenzyloxy)]phenylpyrimidine-5-carboxylic acid']"
"CHEMBL3740124";"";"";"Small molecule";"";"295.34";"2";"4";"2.31";"66.89";"4";"2";"0";"1";"N";"0.79";"2";"MOL";"-1";"20";"-1.58";"C13H14FN3O2S";"CC(C)(C)C(=O)Nn1c(=S)[nH]c2ccc(F)cc2c1=O";"GGDRFCTXFGQFBN-UHFFFAOYSA-N";"InChI=1S/C13H14FN3O2S/c1-13(2,3)11(19)16-17-10(18)8-6-7(14)4-5-9(8)15-12(17)20/h4-6H,1-3H3,(H,15,20)(H,16,19)";"False";"-1";"['2a']";"['N-(6-fluoro-4-oxo-2-thioxo-1,2-dihydroquinazolin-3(4H)-yl)pivalamide']"
